type,size,locality,price
3+kt,104,Praha 1,48000
3+kt,124,Praha 1,53000
3+1,85,Praha 2,38000
3+kt,130,Praha 1,59000
1+1,39,Praha 5,27500
1+kt,20,Praha 9,8000
3+kt,129,Praha 1,53000
1+kt,35,Praha 2,19000
1+kt,35,Praha 2,21000
1+kt,35,Praha 2,21000
,208,Praha 2,79900
unusual,219,Praha 1,99000
2+kt,60,Praha 2,57700
5+1,197,Praha 1,100000
2+1,55,Praha 5,35000
3+1,84,Praha 1,25990
3+kt,178,Praha 1,
2+kt,60,Praha 2,35000
5+1,180,Praha 2,120000
2+kt,92,Praha 2,35000
1+kt,31,Praha 5,27500
1+kt,30,Praha 5,20000
2+1,94,Praha 1,40000
2+kt,43,Praha 2,67119
2+kt,60,Praha,24000
2+kt,40,Praha 8,18000
2+kt,60,Praha 2,69000
1+kt,33,Praha 2,45000
1+1,42,Praha 5,20000
